Module	Section	Sample Name	Source																					
QualiMap	coverage_histogram	SampID_6740	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6740/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6319	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6319/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6744	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6744/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6737	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6737/raw_data_qualimapReport/coverage_histogram.txt																					
Bcftools	stats	SampID_11678	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11678/SampID_11678.bcftools_stats.txt																					
Bcftools	stats	SampID_6738	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6738/SampID_6738.bcftools_stats.txt																					
Bcftools	stats	SampID_11677	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11677/SampID_11677.bcftools_stats.txt																					
Bcftools	stats	SampID_13726	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13726/SampID_13726.bcftools_stats.txt																					
Bcftools	stats	SampID_6321	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6321/SampID_6321.bcftools_stats.txt																					
Bcftools	stats	SampID_11676	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11676/SampID_11676.bcftools_stats.txt																					
Bcftools	stats	SampID_13727	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13727/SampID_13727.bcftools_stats.txt																					
Bcftools	stats	SampID_10893	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10893/SampID_10893.bcftools_stats.txt																					
Bcftools	stats	SampID_13728	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13728/SampID_13728.bcftools_stats.txt																					
Bcftools	stats	SampID_6320	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6320/SampID_6320.bcftools_stats.txt																					
Bcftools	stats	SampID_6743	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6743/SampID_6743.bcftools_stats.txt																					
Bcftools	stats	SampID_10895	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10895/SampID_10895.bcftools_stats.txt																					
Bcftools	stats	SampID_10894	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10894/SampID_10894.bcftools_stats.txt																					
Bcftools	stats	SampID_6741	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6741/SampID_6741.bcftools_stats.txt																					
Bcftools	stats	SampID_6740	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6740/SampID_6740.bcftools_stats.txt																					
Bcftools	stats	SampID_6319	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6319/SampID_6319.bcftools_stats.txt																					
Bcftools	stats	SampID_6744	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6744/SampID_6744.bcftools_stats.txt																					
Bcftools	stats	SampID_6737	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6737/SampID_6737.bcftools_stats.txt																					
